en,fr,it,de,es,ko,kana
Voltorb Sparks,Électricité de Voltorbe,Elettricità di Voltorb,Voltobal-Strom,Electricidad de Voltorb,찌리리공의전기,ビリリダマのでんき
Scyther Claw,Griffe d’Insécateur,Artiglio di Scyther,Sichlor-Kralle,Garra de Scyther,스라크의발톱,ストライクのツメ
Tauros Hair,Poils de Tauros,Pelo di Tauros,Tauros-Haar,Pelo de Tauros,켄타로스의털,ケンタロスのけ
Magikarp Scales,Écaille de Magicarpe,Squama di Magikarp,Karpador-Schuppe,Escama de Magikarp,잉어킹의비늘,コイキングのウロコ
Ditto Goo,Substance de Métamorph,Appiccicume di Ditto,Ditto-Glibber,Pegote de Ditto,메타몽의끈끈이,メタモンのべたべた
Eevee Fur,Poils d’Évoli,Pelo di Eevee,Evoli-Haar,Pelo de Eevee,이브이의털,イーブイのけ
Dratini Scales,Écaille de Minidraco,Squama di Dratini,Dratini-Schuppe,Escama de Dratini,미뇽의비늘,ミニリュウのウロコ
Pichu Fur,Poils de Pichu,Pelo di Pichu,Pichu-Haar,Pelo de Pichu,피츄의털,ピチューのけ
Igglybuff Fluff,Poils de Toudoudou,Pelo di Igglybuff,Fluffeluff-Haar,Pelo de Igglybuff,푸푸린의털,ププリンのけ
Mareep Wool,Laine de Wattouat,Lana di Mareep,Voltilamm-Wolle,Lana de Mareep,메리프의털뭉치,メリープのけだま
Hoppip Leaf,Feuille de Granivol,Foglia di Hoppip,Hoppspross-Blatt,Hoja de Hoppip,통통코의잎,ハネッコのはっぱ
Sunkern Leaf,Feuille de Tournegrin,Foglia di Sunkern,Sonnkern-Blatt,Hoja de Sunkern,해너츠의잎,ヒマナッツのはっぱ
Murkrow Bauble,Trésor de Cornèbre,Tesoro di Murkrow,Kramurx-Schatz,Tesoro de Murkrow,니로우의보물,ヤミカラスのおたから
Misdreavus Tears,Larme de Feuforêve,Lacrime di Misdreavus,Traunfugil-Träne,Lágrima de Misdreavus,무우마의눈물,ムウマのなみだ
Girafarig Fur,Poils de Girafarig,Pelo di Girafarig,Girafarig-Haar,Pelo de Girafarig,키링키의털,キリンリキのけ
Pineco Husk,Écorce de Pomdepik,Guscio di Pineco,Tannza-Schale,Corteza de Pineco,피콘의껍데기,クヌギダマのから
Dunsparce Scales,Écaille d’Insolourdo,Squama di Dunsparce,Dummisel-Schuppe,Escama de Dunsparce,노고치의비늘,ノコッチのウロコ
Qwilfish Spines,Épine de Qwilfish,Aculeo di Qwilfish,Baldorfish-Stachel,Púa de Qwilfish,침바루의가시,ハリーセンのトゲ
Heracross Claw,Griffe de Scarhino,Artiglio di Heracross,Skaraborn-Kralle,Garra de Heracross,헤라크로스의발톱,ヘラクロスのツメ
Sneasel Claw,Griffe de Farfuret,Artiglio di Sneasel,Sniebel-Kralle,Garra de Sneasel,포푸니의손톱,ニューラのツメ
Teddiursa Claw,Griffe de Teddiursa,Artiglio di Teddiursa,Teddiursa-Kralle,Garra de Teddiursa,깜지곰의손톱,ヒメグマのツメ
Delibird Parcel,Provisions de Cadoizo,Scorte di Delibird,Botogel-Päckchen,Paquete de Delibird,딜리버드의짐,デリバードのにもつ
Houndour Fang,Croc de Malosse,Zanna di Houndour,Hunduster-Zahn,Colmillo de Houndour,델빌의이빨,デルビルのキバ
Phanpy Nail,Ongle de Phanpy,Unghia di Phanpy,Phanpy-Kralle,Uña de Phanpy,코코리의발톱,ゴマゾウのツメ
Stantler Hair,Poils de Cerfrousse,Pelo di Stantler,Damhirplex-Haar,Pelo de Stantler,노라키의털,オドシシのけ
Larvitar Claw,Griffe d’Embrylex,Artiglio di Larvitar,Larvitar-Kralle,Garra de Larvitar,애버라스의발톱,ヨーギラスのツメ
Wingull Feather,Plume de Goélise,Penna di Wingull,Wingull-Feder,Pluma de Wingull,갈모매의깃털,キャモメのはね
Ralts Dust,Babiole de Tarsal,Oggetto di Ralts,Trasla-Material,Pertenencia de Ralts,랄토스의유실물,ラルトスのおとしもの
Surskit Syrup,Nectar d’Arakdo,Sciroppo di Surskit,Gehweiher-Nektar,Néctar de Surskit,비구술의꿀,アメタマのミツ
Shroomish Spores,Spores de Balignon,Spore di Shroomish,Knilz-Spore,Esporas de Shroomish,버섯꼬의포자,キノココのほうし
Slakoth Fur,Poils de Parecool,Pelo di Slakoth,Bummelz-Haar,Pelo de Slakoth,게을로의털,ナマケロのけ
Makuhita Sweat,Sueur de Makuhita,Sudore di Makuhita,Makuhita-Schweiß,Sudor de Makuhita,마크탕의땀,マクノシタのあせ
Azurill Fur,Poils d’Azurill,Pelo di Azurill,Azurill-Haar,Pelo de Azurill,루리리의털,ルリリのけ
Sableye Gem,Joyau de Ténéfix,Gemma di Sableye,Zobiris-Edelstein,Gema de Sableye,깜까미의보석,ヤミラミのほうせき
Meditite Sweat,Sueur de Méditikka,Sudore di Meditite,Meditie-Schweiß,Sudor de Meditite,요가랑의땀,アサナンのあせ
Gulpin Mucus,Mucus de Gloupti,Muco di Gulpin,Schluppuck-Schleim,Secreción de Gulpin,꼴깍몬의점액,ゴクリンのねんえき
Numel Lava,Lave de Chamallot,Lava di Numel,Camaub-Lava,Lava de Numel,둔타의용암,ドンメルのようがん
Torkoal Coal,Charbon de Chartor,Carbone di Torkoal,Qurtel-Kohle,Carbón de Torkoal,코터스의석탄,コータスのせきたん
Spoink Pearl,Perle de Spoink,Perla di Spoink,Spoink-Perle,Perla de Spoink,피그점프의진주,バネブーのしんじゅ
Cacnea Needle,Épine de Cacnea,Spina di Cacnea,Tuska-Stachel,Espina de Cacnea,선인왕의가시,サボネアのトゲ
Swablu Fluff,Plume de Tylton,Piuma di Swablu,Wablu-Feder,Pluma de Swablu,파비코의깃털,チルットのはね
Zangoose Claw,Griffe de Mangriff,Artiglio di Zangoose,Sengo-Kralle,Garra de Zangoose,쟝고의발톱,ザングースのツメ
Seviper Fang,Croc de Séviper,Zanna di Seviper,Vipitis-Zahn,Colmillo de Seviper,세비퍼의이빨,ハブネークのキバ
Barboach Slime,Mucus de Barloche,Muco di Barboach,Schmerbe-Schleim,Secreción de Barboach,미꾸리의점액,ドジョッチのねんえき
Shuppet Scrap,Tissu de Polichombr,Brandello di Shuppet,Shuppet-Fetzen,Retal de Shuppet,어둠대신의천조각,カゲボウズのきれはし
Tropius Leaf,Feuille de Tropius,Foglia di Tropius,Tropius-Blatt,Hoja de Tropius,트로피우스의잎,トロピウスのはっぱ
Snorunt Fur,Poils de Stalgamin,Pelo di Snorunt,Schneppke-Haar,Pelo de Snorunt,눈꼬마의털,ユキワラシのけ
Luvdisc Scales,Écaille de Lovdisc,Squama di Luvdisc,Liebiskus-Schuppe,Escama de Luvdisc,사랑동이의비늘,ラブカスのウロコ
Bagon Scales,Écaille de Draby,Squama di Bagon,Kindwurm-Schuppe,Escama de Bagon,아공이의비늘,タツベイのウロコ
Starly Feather,Plume d’Étourmi,Penna di Starly,Staralili-Feder,Pluma de Starly,찌르꼬의깃털,ムックルのはね
Kricketot Shell,Mue de Crikzik,Esuvia di Kricketot,Zirpurze-Häutungsrest,Muda de Kricketot,귀뚤뚜기의허물,コロボーシのぬけがら
Shinx Fang,Croc de Lixy,Zanna di Shinx,Sheinux-Zahn,Colmillo de Shinx,꼬링크의이빨,コリンクのキバ
Combee Honey,Nectar d’Apitrini,Nettare di Combee,Wadribie-Honig,Miel de Combee,세꿀버리의꿀,ミツハニーのミツ
Pachirisu Fur,Poils de Pachirisu,Pelo di Pachirisu,Pachirisu-Haar,Pelo de Pachirisu,파치리스의털,パチリスのけ
Buizel Fur,Poils de Mustébouée,Pelo di Buizel,Bamelin-Haar,Pelo de Buizel,브이젤의털,ブイゼルのけ
Shellos Mucus,Mucus de Sancoki,Bava di Shellos,Schalellos-Schleim,Secreción de Shellos,깝질무의점액,カラナクシのねんえき
Drifloon Gas,Gaz de Baudrive,Gas di Drifloon,Driftlon-Gas,Gas de Drifloon,흔들풍손의가스,フワンテのガス
Stunky Fur,Poils de Moufouette,Pelo di Stunky,Skunkapuh-Haar,Pelo de Stunky,스컹뿡의털,スカンプーのけ
Bronzor Fragment,Fragment d’Archéomire,Frammento di Bronzor,Bronzel-Splitter,Fragmento de Bronzor,동미러의조각,ドーミラーのかけら
Bonsly Tears,Larme de Manzaï,Lacrime di Bonsly,Mobai-Träne,Lágrima de Bonsly,꼬지지의눈물,ウソハチのなみだ
Happiny Dust,Babiole de Ptiravi,Oggetto di Happiny,Wonneira-Material,Pertenencia de Happiny,핑복의유실물,ピンプクのおとしもの
Spiritomb Fragment,Fragment de Spiritomb,Frammento di Spiritomb,Kryppuk-Splitter,Fragmento de Spiritomb,화강돌의조각,ミカルゲのかけら
Gible Scales,Écaille de Griknot,Squama di Gible,Kaumalat-Schuppe,Escama de Gible,딥상어동의비늘,フカマルのウロコ
Riolu Fur,Poils de Riolu,Pelo di Riolu,Riolu-Haar,Pelo de Riolu,리오르의털,リオルのけ
Hippopotas Sand,Sable d’Hippopotas,Sabbia di Hippopotas,Hippopotas-Sand,Arena de Hippopotas,히포포타스의모래,ヒポポタスのすな
Croagunk Poison,Poison de Cradopaud,Tossine di Croagunk,Glibunkel-Toxin,Toxinas de Croagunk,삐딱구리의독소,グレッグルのどくそ
Finneon Scales,Écaille d’Écayon,Squama di Finneon,Finneon-Schuppe,Escama de Finneon,형광어의비늘,ケイコウオのウロコ
Snover Berries,Baie de Blizzi,Bacca di Snover,Shnebedeck-Beere,Baya de Snover,눈쓰개의열매,ユキカブリのみ
Rotom Sparks,Électricité de Motisma,Elettricità di Rotom,Rotom-Strom,Electricidad de Rotom,로토무의전기,ロトムのでんき
Petilil Leaf,Feuille de Chlorobule,Foglia di Petilil,Lilminip-Blatt,Hoja de Petilil,치릴리의잎,チュリネのはっぱ
Basculin Fang,Croc de Bargantua,Dente di Basculin,Barschuft-Zahn,Colmillo de Basculin,배쓰나이의이빨,バスラオのキバ
Sandile Claw,Griffe de Mascaïman,Artiglio di Sandile,Ganovil-Kralle,Garra de Sandile,깜눈크의발톱,メグロコのツメ
Zorua Fur,Poils de Zorua,Pelo di Zorua,Zorua-Haar,Pelo de Zorua,조로아의털,ゾロアのけ
Gothita Eyelash,Cils de Scrutella,Ciglia di Gothita,Mollimorba-Wimper,Pestaña de Gothita,고디탱의속눈썹,ゴチムのまつげ
Deerling Hair,Poils de Vivaldaim,Pelo di Deerling,Sesokitz-Haar,Pelo de Deerling,사철록의털,シキジカのけ
Foongus Spores,Spores de Trompignon,Spore di Foongus,Tarnpignon-Spore,Esporas de Foongus,깜놀버슬의포자,タマゲタケのほうし
Alomomola Mucus,Mucus de Mamanbo,Muco di Alomomola,Mamolida-Schleim,Secreción de Alomomola,맘복치의점액,ママンボウのねんえき
Tynamo Slime,Mucus d’Anchwatt,Muco di Tynamo,Zapplardin-Schleim,Secreción de Tynamo,저리어의점액,シビシラスのねんえき
Axew Scales,Écaille de Coupenotte,Squama di Axew,Milza-Schuppe,Escama de Axew,터검니의비늘,キバゴのウロコ
Cubchoo Fur,Poils de Polarhume,Pelo di Cubchoo,Petznief-Haar,Pelo de Cubchoo,코고미의털,クマシュンのけ
Cryogonal Ice,Glace d’Hexagel,Ghiaccio di Cryogonal,Frigometri-Eis,Hielo de Cryogonal,프리지오의얼음,フリージオのこおり
Pawniard Blade,Lame de Scalpion,Lama di Pawniard,Gladiantri-Klinge,Cuchilla de Pawniard,자망칼의칼날,コマタナのやいば
Rufflet Feather,Plume de Furaiglon,Penna di Rufflet,Geronimatz-Feder,Pluma de Rufflet,수리둥보의깃털,ワシボンのはね
Deino Scales,Écaille de Solochi,Squama di Deino,Kapuno-Schuppe,Escama de Deino,모노두의비늘,モノズのウロコ
Larvesta Fuzz,Poils de Pyronille,Pelo di Larvesta,Ignivor-Haar,Pelo de Larvesta,활화르바의털,メラルバのけ
Fletchling Feather,Plume de Passerouge,Penna di Fletchling,Dartiri-Feder,Pluma de Fletchling,화살꼬빈의깃털,ヤヤコマのはね
Scatterbug Powder,Poudre de Lépidonille,Polvere di Scatterbug,Purmel-Puder,Polvo de Scatterbug,분이벌레의가루,コフキムシのこな
Litleo Tuft,Crinière d’Hélionceau,Crine di Litleo,Leufeo-Mähnenhaar,Mechón de Litleo,레오꼬의갈기,シシコのたてがみ
Flabébé Pollen,Pollen de Flabébé,Polline di Flabébé,Flabébé-Pollen,Polen de Flabébé,플라베베의꽃가루,フラベベのかふん
Skiddo Leaf,Feuille de Cabriolaine,Foglia di Skiddo,Mähikel-Blatt,Hoja de Skiddo,메이클의잎,メェークルのはっぱ
Skrelp Kelp,Algue de Venalgue,Alga di Skrelp,Algitt-Alge,Alga de Skrelp,수레기의해초,クズモーのもくず
Clauncher Claw,Pince de Flingouste,Chela di Clauncher,Scampisto-Schere,Pinza de Clauncher,완철포의집게,ウデッポウのハサミ
Hawlucha Down,Duvet de Brutalibré,Piuma di Hawlucha,Resladero-Daune,Plumón de Hawlucha,루차불의솜털,ルチャブルのうもう
Dedenne Fur,Poils de Dedenne,Pelo di Dedenne,Dedenne-Haar,Pelo de Dedenne,데덴네의털,デデンネのけ
Goomy Goo,Mucus de Mucuscule,Bava di Goomy,Viscora-Schleim,Secreción de Goomy,미끄메라의점액,ヌメラのねんえき
Klefki Key,Clé de Trousselin,Chiave di Klefki,Clavion-Schlüssel,Llave de Klefki,클레피의열쇠,クレッフィのかぎ
Bergmite Ice,Glace de Grelaçon,Ghiaccio di Bergmite,Arktip-Eis,Hielo de Bergmite,꽁어름의얼음,カチコールのこおり
Noibat Fur,Poils de Sonistrelle,Pelo di Noibat,eF-eM-Haar,Pelo de Noibat,음뱃의털,オンバットのけ
Yungoos Fur,Poils de Manglouton,Pelo di Yungoos,Mangunior-Haar,Pelo de Yungoos,영구스의털,ヤングースのけ
Crabrawler Shell,Carapace de Crabagarre,Carapace di Crabrawler,Krabbox-Schale,Cáscara de Crabrawler,오기지게의껍데기,マケンカニのから
Oricorio Feather,Plume de Plumeline,Penna di Oricorio,Choreogel-Feder,Pluma de Oricorio,춤추새의깃털,オドリドリのはね
Rockruff Rock,Roche de Rocabot,Roccia di Rockruff,Wuffels-Stein,Roca de Rockruff,암멍이의바위,イワンコのいわ
Mareanie Spike,Épine de Vorastérie,Aculeo di Mareanie,Garstella-Stachel,Aguijón de Mareanie,시마사리의가시,ヒドイデのトゲ
Mudbray Mud,Boue de Tiboudet,Fango di Mudbray,Pampuli-Schlamm,Lodo de Mudbray,머드나기의진흙,ドロバンコのどろ
Fomantis Leaf,Feuille de Mimantis,Foglia di Fomantis,Imantis-Blatt,Hoja de Fomantis,짜랑랑의잎,カリキリのはっぱ
Salandit Gas,Gaz de Tritox,Gas di Salandit,Molunk-Gas,Gas de Salandit,야도뇽의가스,ヤトウモリのガス
Bounsweet Sweat,Sueur de Croquine,Sudore di Bounsweet,Frubberl-Schweiß,Sudor de Bounsweet,달콤아의땀,アマカジのあせ
Oranguru Fur,Poils de Gouroutan,Pelo di Oranguru,Kommandutan-Haar,Pelo de Oranguru,하랑우탄의털,ヤレユータンのけ
Passimian Fur,Poils de Quartermac,Pelo di Passimian,Quartermak-Haar,Pelo de Passimian,내던숭이의털,ナゲツケサルのけ
Sandygast Sand,Sable de Bacabouh,Sabbia di Sandygast,Sankabuh-Sand,Arena de Sandygast,모래꿍의모래,スナバァのすな
Komala Claw,Griffe de Dodoala,Artiglio di Komala,Koalelu-Kralle,Garra de Komala,자말라의발톱,ネッコアラのツメ
Mimikyu Scrap,Tissu de Mimiqui,Brandello di Mimikyu,Mimigma-Fetzen,Retal de Mimikyu,따라큐의천조각,ミミッキュのきれはし
Bruxish Tooth,Dent de Denticrisse,Dente di Bruxish,Knirfish-Zahn,Diente de Bruxish,치갈기의이빨,ハギギシリのは
Chewtle Claw,Griffe de Khélocrok,Unghia di Chewtle,Kamehaps-Kralle,Garra de Chewtle,깨물부기의발톱,カムカメのツメ
Skwovet Fur,Poils de Rongourmand,Pelo di Skwovet,Raffel-Haar,Pelo de Skwovet,탐리스의털,ホシガリスのけ
Arrokuda Scales,Écaille d’Embrochet,Squama di Arrokuda,Pikuda-Schuppe,Escama de Arrokuda,찌로꼬치의비늘,サシカマスのウロコ
Rookidee Feather,Plume de Minisange,Penna di Rookidee,Meikro-Feder,Pluma de Rookidee,파라꼬의깃털,ココガラのはね
Toxel Sparks,Électricité de Toxizap,Elettricità di Toxel,Toxel-Strom,Electricidad de Toxel,일레즌의전기,エレズンのでんき
Falinks Sweat,Sueur d’Hexadron,Sudore di Falinks,Legios-Schweiß,Sudor de Falinks,대여르의땀,タイレーツのあせ
Cufant Tarnish,Rouille de Charibari,Ruggine di Cufant,Kupfanti-Patina,Óxido de Cufant,끼리동의녹,ゾウドウのさび
Rolycoly Coal,Charbon de Charbi,Carbone di Rolycoly,Klonkett-Kohle,Carbón de Rolycoly,탄동의석탄,タンドンのせきたん
Silicobra Sand,Sable de Dunaja,Sabbia di Silicobra,Salanga-Sand,Arena de Silicobra,모래뱀의모래,スナヘビのすな
Indeedee Fur,Poils de Wimessir,Pelo di Indeedee,Servol-Haar,Pelo de Indeedee,에써르의털,イエッサンのけ
Pincurchin Spines,Épine de Wattapik,Aculeo di Pincurchin,Britzigel-Stachel,Púa de Pincurchin,찌르성게의가시,バチンウニのはり
Snom Thread,Fil de Frissonille,Filo di Snom,Snomnom-Faden,Hilo de Snom,누니머기의실,ユキハミのいと
Impidimp Hair,Poils de Grimalin,Pelo di Impidimp,Bähmon-Haar,Pelo de Impidimp,메롱꿍의털,ベロバーのけ
Applin Juice,Jus de Verpom,Succo di Applin,Knapfel-Fruchtsaft,Zumo de Applin,과사삭벌레의과즙,カジッチュのかじゅう
Sinistea Chip,Fragment de Théffroi,Coccio di Sinistea,Fatalitee-Splitter,Fragmento de Sinistea,데인차의조각,ヤバチャのかけら
Hatenna Dust,Babiole de Bibichut,Oggetto di Hatenna,Brimova-Material,Pertenencia de Hatenna,몸지브림의유실물,ミブリムのおとしもの
Stonjourner Stone,Roche de Dolman,Roccia di Stonjourner,Humanolith-Stein,Roca de Stonjourner,돌헨진의바위,イシヘンジンのいわ
Eiscue Down,Duvet de Bekaglaçon,Piuma di Eiscue,Kubuin-Daune,Plumón de Eiscue,빙큐보의솜털,コオリッポのうもう
Dreepy Powder,Poudre de Fantyrm,Polvere di Dreepy,Grolldra-Puder,Polvo de Dreepy,드라꼰의가루,ドラメシヤのこな
,,,,,,
,,,,,,
,,,,,,
Lechonk Hair,Poils de Gourmelet,Pelo di Lechonk,Ferkuli-Haar,Pelo de Lechonk,맛보돈의털,グルトンのけ
Tarountula Thread,Fil de Tissenboule,Filo di Tarountula,Tarundel-Faden,Hilo de Tarountula,타랜툴라의실,タマンチュラのいと
Nymble Claw,Griffe de Lilliterelle,Artiglio di Nymble,Micrick-Kralle,Garra de Nymble,콩알뚜기의발톱,マメバッタのツメ
Rellor Mud,Boue de Léboulérou,Fango di Rellor,Relluk-Schlamm,Barro de Rellor,구르데의진흙,シガロコのどろ
Greavard Wax,Cire de Toutombe,Cera di Greavard,Gruff-Wachs,Cera de Greavard,망망이의촛농,ボチのろう
Flittle Down,Duvet de Flotillon,Piuma di Flittle,Flattutu-Daune,Plumón de Flittle,하느라기의솜털,ヒラヒナのうもう
Wiglett Sand,Sable de Taupikeau,Sabbia di Wiglett,Schligda-Sand,Arena de Wiglett,바다그다의모래,ウミディグダのすな
Dondozo Whisker,Barbillon d’Oyacata,Barbiglio di Dondozo,Heerashai-Bartel,Bigote de Dondozo,어써러셔의수염,ヘイラッシャのヒゲ
Veluza Fillet,Chair de Délestin,Filetto di Veluza,Agiluza-Filet,Carne de Veluza,가비루사의토막,ミガルーサのきりみ
Finizen Mucus,Mucus de Dofin,Muco di Finizen,Normifin-Schleim,Secreción de Finizen,맨돌핀의점액,ナミイルカのねんえき
Smoliv Oil,Huile d’Olivini,Olio di Smoliv,Olini-Öl,Aceite de Smoliv,미니브의오일,ミニーブのオイル
Capsakid Seed,Graine de Pimito,Seme di Capsakid,Chilingel-Samen,Semilla de Capsakid,캡싸이의씨앗,カプサイジのたね
Tadbulb Mucus,Mucus de Têtampoule,Muco di Tadbulb,Blipp-Schleim,Secreción de Tadbulb,빈나두의점액,ズピカのねんえき
Varoom Fume,Gaz de Vrombi,Gas di Varoom,Knattox-Gas,Gas de Varoom,부르롱의가스,ブロロンのガス
Orthworm Tarnish,Rouille de Ferdeter,Ruggine di Orthworm,Schlurm-Patina,Óxido de Orthworm,꿈트렁의녹,ミミズズのさび
Tandemaus Fur,Poils de Compagnol,Pelo di Tandemaus,Zwieps-Haar,Pelo de Tandemaus,두리쥐의털,ワッカネズミのけ
Cetoddle Grease,Graisse de Piétacé,Grasso di Cetoddle,Flaniwal-Fett,Grasa de Cetoddle,터벅고래의기름,アルクジラのあぶら
Frigibax Scales,Écaille de Frigodo,Squama di Frigibax,Frospino-Schuppe,Escama de Frigibax,드니차의비늘,セビエのウロコ
Tatsugiri Scales,Écaille de Nigirigon,Squama di Tatsugiri,Nigiragi-Schuppe,Escama de Tatsugiri,싸리용의비늘,シャリタツのウロコ
Cyclizar Scales,Écaille de Motorizard,Squama di Cyclizar,Mopex-Schuppe,Escama de Cyclizar,모토마의비늘,モトトカゲのウロコ
Pawmi Fur,Poils de Pohm,Pelo di Pawmi,Pamo-Haar,Pelo de Pawmi,빠모의털,パモのけ
,,,,,,
,,,,,,
Wattrel Feather,Plume de Zapétrel,Penna di Wattrel,Voltrel-Feder,Pluma de Wattrel,찌리비의깃털,カイデンのはね
Bombirdier Feather,Plume de Lestombaile,Penna di Bombirdier,Adebom-Feder,Pluma de Bombirdier,떨구새의깃털,オトシドリのはね
Squawkabilly Feather,Plume de Tapatoès,Penna di Squawkabilly,Krawalloro-Feder,Pluma de Squawkabilly,시비꼬의깃털,イキリンコのはね
Flamigo Down,Duvet de Flamenroule,Piuma di Flamigo,Flaminkno-Daune,Plumón de Flamigo,꼬이밍고의솜털,カラミンゴのうもう
Klawf Claw,Pince de Craparoi,Chela di Klawf,Klibbe-Schere,Pinza de Klawf,절벼게의집게,ガケガニのハサミ
Nacli Salt,Sel de Selutin,Sale di Nacli,Geosali-Salz,Sal de Nacli,베베솔트의소금,コジオのしお
Glimmet Crystal,Cristal de Germéclat,Cristallo di Glimmet,Lumispross-Kristall,Cristal de Glimmet,초롱순의결정,キラーメのけっしょう
Shroodle Ink,Encre de Gribouraigne,Inchiostro di Shroodle,Sproxi-Tinte,Tinta de Shroodle,땃쭈르의잉크,シルシュルーのインク
Fidough Fur,Poils de Pâtachiot,Pelo di Fidough,Hefel-Haar,Pelo de Fidough,쫀도기의털,パピモッチのけ
Maschiff Fang,Croc de Grondogue,Zanna di Maschiff,Mobtiff-Zahn,Colmillo de Maschiff,오라티프의이빨,オラチフのキバ
Bramblin Twig,Branche de Virovent,Ramoscello di Bramblin,Weherba-Zweig,Rama de Bramblin,그푸리의가지,アノクサのえだ
Gimmighoul Coin,Pièce de Mordudor,Moneta di Gimmighoul,Gierspenst-Münze,Moneda de Gimmighoul,모으령의코인,コレクレーのコイン
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Tinkatink Hair,Poils de Forgerette,Pelo di Tinkatink,Forgita-Haar,Pelo de Tinkatink,어리짱의털,カヌチャンのけ
Charcadet Soot,Suie de Charbambin,Fuliggine di Charcadet,Knarbon-Ruß,Hollín de Charcadet,카르본의검댕,カルボウのすす
Toedscool Flaps,Membrane de Terracool,Pieghe di Toedscool,Tentagra-Lamelle,Pliegue de Toedscool,들눈해의갓,ノノクラゲのヒラヒラ
Wooper Slime,Mucus d’Axoloto,Muco di Wooper,Felino-Schleim,Secreción de Wooper,우파의점액,ウパーのねんえき
TM100s,CT100,MT100,TM100,MT100,기술머신100,わざマシン１００
TM101s,CT101,MT101,TM101,MT101,기술머신101,わざマシン１０１
TM102s,CT102,MT102,TM102,MT102,기술머신102,わざマシン１０２
TM103s,CT103,MT103,TM103,MT103,기술머신103,わざマシン１０３
TM104s,CT104,MT104,TM104,MT104,기술머신104,わざマシン１０４
TM105s,CT105,MT105,TM105,MT105,기술머신105,わざマシン１０５
TM106s,CT106,MT106,TM106,MT106,기술머신106,わざマシン１０６
TM107s,CT107,MT107,TM107,MT107,기술머신107,わざマシン１０７
TM108s,CT108,MT108,TM108,MT108,기술머신108,わざマシン１０８
TM109s,CT109,MT109,TM109,MT109,기술머신109,わざマシン１０９
TM110s,CT110,MT110,TM110,MT110,기술머신110,わざマシン１１０
TM111s,CT111,MT111,TM111,MT111,기술머신111,わざマシン１１１
TM112s,CT112,MT112,TM112,MT112,기술머신112,わざマシン１１２
TM113s,CT113,MT113,TM113,MT113,기술머신113,わざマシン１１３
TM114s,CT114,MT114,TM114,MT114,기술머신114,わざマシン１１４
TM115s,CT115,MT115,TM115,MT115,기술머신115,わざマシン１１５
TM116s,CT116,MT116,TM116,MT116,기술머신116,わざマシン１１６
TM117s,CT117,MT117,TM117,MT117,기술머신117,わざマシン１１７
TM118s,CT118,MT118,TM118,MT118,기술머신118,わざマシン１１８
TM119s,CT119,MT119,TM119,MT119,기술머신119,わざマシン１１９
TM120s,CT120,MT120,TM120,MT120,기술머신120,わざマシン１２０
TM121s,CT121,MT121,TM121,MT121,기술머신121,わざマシン１２１
TM122s,CT122,MT122,TM122,MT122,기술머신122,わざマシン１２２
TM123s,CT123,MT123,TM123,MT123,기술머신123,わざマシン１２３
TM124s,CT124,MT124,TM124,MT124,기술머신124,わざマシン１２４
TM125s,CT125,MT125,TM125,MT125,기술머신125,わざマシン１２５
TM126s,CT126,MT126,TM126,MT126,기술머신126,わざマシン１２６
TM127s,CT127,MT127,TM127,MT127,기술머신127,わざマシン１２７
TM128s,CT128,MT128,TM128,MT128,기술머신128,わざマシン１２８
TM129s,CT129,MT129,TM129,MT129,기술머신129,わざマシン１２９
TM130s,CT130,MT130,TM130,MT130,기술머신130,わざマシン１３０
TM131s,CT131,MT131,TM131,MT131,기술머신131,わざマシン１３１
TM132s,CT132,MT132,TM132,MT132,기술머신132,わざマシン１３２
TM133s,CT133,MT133,TM133,MT133,기술머신133,わざマシン１３３
TM134s,CT134,MT134,TM134,MT134,기술머신134,わざマシン１３４
TM135s,CT135,MT135,TM135,MT135,기술머신135,わざマシン１３５
TM136s,CT136,MT136,TM136,MT136,기술머신136,わざマシン１３６
TM137s,CT137,MT137,TM137,MT137,기술머신137,わざマシン１３７
TM138s,CT138,MT138,TM138,MT138,기술머신138,わざマシン１３８
TM139s,CT139,MT139,TM139,MT139,기술머신139,わざマシン１３９
TM140s,CT140,MT140,TM140,MT140,기술머신140,わざマシン１４０
TM141s,CT141,MT141,TM141,MT141,기술머신141,わざマシン１４１
TM142s,CT142,MT142,TM142,MT142,기술머신142,わざマシン１４２
TM143s,CT143,MT143,TM143,MT143,기술머신143,わざマシン１４３
TM144s,CT144,MT144,TM144,MT144,기술머신144,わざマシン１４４
TM145s,CT145,MT145,TM145,MT145,기술머신145,わざマシン１４５
TM146s,CT146,MT146,TM146,MT146,기술머신146,わざマシン１４６
TM147s,CT147,MT147,TM147,MT147,기술머신147,わざマシン１４７
TM148s,CT148,MT148,TM148,MT148,기술머신148,わざマシン１４８
TM149s,CT149,MT149,TM149,MT149,기술머신149,わざマシン１４９
TM150s,CT150,MT150,TM150,MT150,기술머신150,わざマシン１５０
TM151s,CT151,MT151,TM151,MT151,기술머신151,わざマシン１５１
TM152s,CT152,MT152,TM152,MT152,기술머신152,わざマシン１５２
TM153s,CT153,MT153,TM153,MT153,기술머신153,わざマシン１５３
